Year,Team1,Team2,Goals_Team1,Goals_Team2,FIFA_Ranking_Team1,FIFA_Ranking_Team2,Avg_Age_Team1,Avg_Age_Team2,Experience_Team1,Experience_Team2,Possession_Team1,Possession_Team2,Shots_On_Target_T1,Shots_On_Target_T2,Past_WC_Performance_T1,Past_WC_Performance_T2,Winner,Team1_Win,Goal_Diff,Rank_Diff,Age_Diff,Exp_Diff,Poss_Diff,ShotsOT_Diff,PastPerf_Diff
2010,Cameroon,Japan,4,1,85,28,27.7,26.5,3,9,42.9,54.0,5,8,0,1,Cameroon,1,3,-57,1.1999999999999993,-6,-11.100000000000001,-3,-1
2010,Sweden,Italy,2,3,29,56,26.5,31.9,1,8,53.2,45.9,4,3,3,0,Italy,0,-1,27,-5.399999999999999,-7,7.300000000000004,1,3
2010,Costa Rica,Turkey,3,2,5,90,29.7,26.2,7,3,54.5,53.4,0,0,2,3,Costa Rica,1,1,85,3.5,4,1.1000000000000014,0,-1
2010,Costa Rica,Italy,0,1,74,94,29.9,25.8,4,3,55.7,54.0,9,0,1,0,Italy,0,-1,20,4.099999999999998,1,1.7000000000000028,9,1
2010,Cameroon,Greece,0,2,92,13,29.9,30.6,10,2,44.9,47.4,5,9,1,3,Greece,0,-2,-79,-0.7000000000000028,8,-2.5,-4,-2
2010,Belgium,Argentina,2,3,21,77,25.9,24.1,2,5,46.1,40.4,7,4,1,0,Argentina,0,-1,56,1.7999999999999972,-3,5.700000000000003,3,1
2010,Czech Republic,Nigeria,3,0,71,66,31.0,23.3,10,4,49.7,54.1,0,1,0,3,Czech Republic,1,3,-5,7.699999999999999,6,-4.399999999999999,-1,-3
2010,Germany,Ukraine,2,0,67,37,27.7,27.2,5,7,41.3,40.4,1,5,2,0,Germany,1,2,-30,0.5,-2,0.8999999999999986,-4,2
2010,Argentina,Ukraine,0,0,47,49,30.3,27.0,6,4,52.2,52.6,3,6,4,3,Draw,0,0,2,3.3000000000000007,2,-0.3999999999999986,-3,1
2010,Ukraine,Uruguay,2,0,84,66,26.0,26.5,9,9,59.7,43.3,1,0,1,5,Ukraine,1,2,-18,-0.5,0,16.400000000000006,1,-4
2010,Japan,Uruguay,5,2,83,36,26.4,29.0,4,2,47.2,51.3,10,5,2,0,Japan,1,3,-47,-2.6000000000000014,2,-4.099999999999994,5,2
2010,Germany,Australia,1,4,35,54,27.5,25.2,2,6,55.1,50.1,8,7,3,1,Australia,0,-3,19,2.3000000000000007,-4,5.0,1,2
2010,Germany,Japan,2,1,68,26,27.3,27.1,5,7,50.0,40.3,9,4,0,4,Germany,1,1,-42,0.1999999999999993,-2,9.700000000000003,5,-4
2010,Saudi Arabia,Poland,3,2,69,75,29.5,26.3,3,4,42.6,47.3,7,6,2,5,Saudi Arabia,1,1,6,3.1999999999999993,-1,-4.699999999999996,1,-3
2010,Nigeria,USA,1,0,1,72,26.5,25.2,2,6,51.6,52.0,7,9,2,5,Nigeria,1,1,71,1.3000000000000007,-4,-0.3999999999999986,-2,-3
2010,Ukraine,Portugal,0,2,68,40,29.3,26.9,1,7,46.0,57.0,3,5,4,0,Portugal,0,-2,-28,2.400000000000002,-6,-11.0,-2,4
2010,Costa Rica,Brazil,0,2,12,43,28.5,28.7,10,4,40.7,57.8,4,3,2,4,Brazil,0,-2,31,-0.1999999999999993,6,-17.099999999999994,1,-2
2010,Ecuador,Mexico,0,0,60,22,26.6,31.2,2,8,52.7,49.7,3,6,4,1,Draw,0,0,-38,-4.599999999999998,-6,3.0,-3,3
2010,Brazil,France,2,2,27,20,28.3,28.2,6,9,57.2,54.6,8,9,0,5,Draw,0,0,-7,0.10000000000000142,-3,2.6000000000000014,-1,-5
2010,Australia,Brazil,2,0,56,8,26.1,22.0,8,1,46.9,46.3,1,8,0,1,Australia,1,2,-48,4.100000000000001,7,0.6000000000000014,-7,-1
2010,Germany,Tunisia,1,1,23,29,31.7,26.9,3,7,47.8,46.8,10,9,3,3,Draw,0,0,6,4.800000000000001,-4,1.0,1,0
2010,Iran,Costa Rica,1,2,25,40,21.7,27.1,9,9,57.8,43.9,7,9,4,4,Costa Rica,0,-1,15,-5.400000000000002,0,13.899999999999999,-2,0
2010,Costa Rica,Colombia,2,1,21,90,28.3,28.9,9,10,56.3,51.2,1,6,4,2,Costa Rica,1,1,69,-0.5999999999999979,-1,5.099999999999994,-5,2
2010,Spain,Saudi Arabia,1,1,61,30,23.5,27.4,2,5,54.3,46.3,0,4,1,3,Draw,0,0,-31,-3.8999999999999986,-3,8.0,-4,-2
2010,Costa Rica,Turkey,0,1,63,81,26.5,29.5,8,2,45.0,41.7,9,6,1,4,Turkey,0,-1,18,-3.0,6,3.299999999999997,3,-3
2010,France,Netherlands,1,1,52,84,26.8,27.8,10,10,58.2,53.7,2,2,3,0,Draw,0,0,32,-1.0,0,4.5,0,3
2010,Croatia,Czech Republic,3,1,88,55,30.0,30.1,5,6,43.1,54.2,8,1,0,0,Croatia,1,2,-33,-0.10000000000000142,-1,-11.100000000000001,7,0
2010,Japan,Iran,2,2,25,16,25.6,26.1,4,7,52.5,47.2,2,10,5,1,Draw,0,0,-9,-0.5,-3,5.299999999999997,-8,4
2010,Greece,Colombia,6,1,55,46,29.6,27.3,10,2,40.6,41.5,8,4,1,5,Greece,1,5,-9,2.3000000000000007,8,-0.8999999999999986,4,-4
2010,Cameroon,Argentina,1,0,46,62,24.6,28.7,5,2,52.9,48.5,6,3,2,2,Cameroon,1,1,16,-4.099999999999998,3,4.399999999999999,3,0
2010,Italy,Belgium,0,2,32,7,29.7,25.9,4,10,45.5,48.8,9,4,0,0,Belgium,0,-2,-25,3.8000000000000007,-6,-3.299999999999997,5,0
2010,Colombia,Brazil,1,0,55,80,26.1,25.4,8,10,49.0,53.4,0,7,5,4,Colombia,1,1,25,0.7000000000000028,-2,-4.399999999999999,-7,1
2010,Spain,Italy,1,3,96,45,27.1,25.7,4,1,46.9,46.3,9,3,2,5,Italy,0,-2,-51,1.4000000000000021,3,0.6000000000000014,6,-3
2010,Chile,Serbia,3,1,5,59,26.3,25.5,10,4,43.5,53.7,4,8,4,5,Chile,1,2,54,0.8000000000000007,6,-10.200000000000003,-4,-1
2010,Croatia,Serbia,2,0,36,56,29.6,28.0,6,7,52.4,57.4,8,6,0,4,Croatia,1,2,20,1.6000000000000014,-1,-5.0,2,-4
2010,Denmark,Japan,2,1,49,48,29.2,23.3,2,9,57.6,44.7,2,9,3,5,Denmark,1,1,-1,5.899999999999999,-7,12.899999999999999,-7,-2
2010,Ecuador,Nigeria,1,2,58,27,27.9,23.9,5,3,59.2,59.6,8,6,4,0,Nigeria,0,-1,-31,4.0,2,-0.3999999999999986,2,4
2010,Portugal,Sweden,2,0,39,53,24.7,30.7,6,7,43.8,47.7,4,7,4,4,Portugal,1,2,14,-6.0,-1,-3.9000000000000057,-3,0
2010,Spain,Ukraine,2,0,80,87,25.6,25.5,5,7,54.3,45.3,8,5,2,4,Spain,1,2,7,0.10000000000000142,-2,9.0,3,-2
2010,Denmark,Poland,3,2,97,88,24.9,27.4,2,7,53.3,48.4,9,7,4,1,Denmark,1,1,-9,-2.5,-5,4.899999999999999,2,3
2010,Russia,USA,3,1,85,73,22.5,24.0,7,2,46.9,41.9,5,2,1,2,Russia,1,2,-12,-1.5,5,5.0,3,-1
2010,Argentina,Germany,3,1,61,35,29.5,27.2,4,6,40.4,42.5,8,9,0,1,Argentina,1,2,-26,2.3000000000000007,-2,-2.1000000000000014,-1,-1
2010,Switzerland,Croatia,3,2,9,51,26.3,25.6,8,2,53.8,48.3,6,9,1,2,Switzerland,1,1,42,0.6999999999999993,6,5.5,-3,-1
2010,Senegal,Czech Republic,0,1,6,84,26.3,23.9,7,6,58.9,55.2,6,0,2,4,Czech Republic,0,-1,78,2.400000000000002,1,3.6999999999999957,6,-2
2010,Australia,Greece,0,2,35,37,30.0,29.7,7,10,52.6,58.0,7,5,5,5,Greece,0,-2,2,0.3000000000000007,-3,-5.399999999999999,2,0
2010,Iran,Colombia,2,1,39,81,26.0,29.4,9,3,48.7,53.3,6,0,2,2,Iran,1,1,42,-3.3999999999999986,6,-4.599999999999994,6,0
2010,Argentina,Greece,2,0,22,95,25.3,26.8,1,2,50.5,42.1,8,8,0,4,Argentina,1,2,73,-1.5,-1,8.399999999999999,0,-4
2010,Australia,Colombia,1,4,41,57,26.6,29.0,10,6,44.0,53.4,10,1,4,4,Colombia,0,-3,16,-2.3999999999999986,4,-9.399999999999999,9,0
2010,Switzerland,South Korea,3,0,5,8,24.7,30.8,6,2,55.0,52.7,8,10,3,1,Switzerland,1,3,3,-6.100000000000001,4,2.299999999999997,-2,2
2010,Costa Rica,Serbia,0,0,42,79,27.7,28.5,6,5,54.9,56.1,5,1,2,1,Draw,0,0,37,-0.8000000000000007,1,-1.2000000000000028,4,1
2010,England,Sweden,0,1,87,95,26.3,28.0,6,2,42.9,56.5,6,6,0,5,Sweden,0,-1,8,-1.6999999999999993,4,-13.600000000000001,0,-5
2010,Ecuador,Morocco,1,2,81,94,26.0,27.4,6,3,57.6,57.4,1,1,3,3,Morocco,0,-1,13,-1.3999999999999986,3,0.20000000000000284,0,0
2010,Tunisia,Colombia,2,2,76,20,25.8,28.3,10,3,45.4,48.3,8,9,4,0,Draw,0,0,-56,-2.5,7,-2.8999999999999986,-1,4
2010,Czech Republic,Greece,1,2,87,53,26.8,26.3,7,6,59.6,54.0,0,7,5,3,Greece,0,-1,-34,0.5,1,5.600000000000001,-7,2
2010,South Korea,Ecuador,1,2,80,12,27.2,26.4,10,6,47.7,45.4,0,5,2,3,Ecuador,0,-1,-68,0.8000000000000007,4,2.3000000000000043,-5,-1
2010,Tunisia,Cameroon,1,1,67,49,26.0,27.9,6,10,43.6,60.0,2,6,5,5,Draw,0,0,-18,-1.8999999999999986,-4,-16.4,-4,0
2010,Brazil,Sweden,3,2,30,17,26.3,26.1,1,3,47.0,43.5,5,6,0,2,Brazil,1,1,-13,0.1999999999999993,-2,3.5,-1,-2
2010,Croatia,Serbia,3,1,57,64,26.8,26.3,3,3,48.8,40.2,4,5,5,5,Croatia,1,2,7,0.5,0,8.599999999999994,-1,0
2010,Saudi Arabia,Japan,2,2,86,42,26.6,27.0,2,1,41.4,43.0,1,9,5,5,Draw,0,0,-44,-0.3999999999999986,1,-1.6000000000000014,-8,0
2010,Ghana,Italy,2,3,73,94,27.1,29.3,6,7,51.6,55.5,8,10,0,4,Italy,0,-1,21,-2.1999999999999993,-1,-3.8999999999999986,-2,-4
2010,Nigeria,Russia,3,2,29,29,25.6,24.7,8,8,52.0,48.9,9,8,0,4,Nigeria,1,1,0,0.9000000000000021,0,3.1000000000000014,1,-4
2010,Turkey,France,1,1,37,19,29.0,28.5,3,2,54.8,49.0,3,8,2,4,Draw,0,0,-18,0.5,1,5.799999999999997,-5,-2
2010,Serbia,Uruguay,2,2,87,11,27.2,28.6,10,4,40.6,59.1,3,6,5,0,Draw,0,0,-76,-1.4000000000000021,6,-18.5,-3,5
2010,Paraguay,Japan,2,2,13,98,26.0,28.6,8,10,50.8,58.4,4,8,3,2,Draw,0,0,85,-2.6000000000000014,-2,-7.600000000000001,-4,1
2010,England,Uruguay,2,3,32,50,27.7,25.4,8,7,41.1,46.2,7,9,0,2,Uruguay,0,-1,18,2.3000000000000007,1,-5.100000000000001,-2,-2
2010,Denmark,Japan,1,2,46,71,26.9,23.6,5,8,54.0,44.2,9,2,4,4,Japan,0,-1,25,3.299999999999997,-3,9.799999999999997,7,0
2010,Iran,Switzerland,1,1,23,58,23.5,28.1,8,1,41.1,57.0,3,2,5,3,Draw,0,0,35,-4.600000000000001,7,-15.899999999999999,1,2
2010,Germany,Cameroon,2,1,45,34,27.7,27.4,6,4,58.2,58.1,4,0,0,0,Germany,1,1,-11,0.3000000000000007,2,0.10000000000000142,4,0
2010,Brazil,Italy,1,2,17,20,25.0,29.0,5,6,54.0,50.8,3,4,3,3,Italy,0,-1,3,-4.0,-1,3.200000000000003,-1,0
2010,Belgium,Colombia,1,2,85,50,28.9,25.6,9,3,50.1,52.6,5,3,2,1,Colombia,0,-1,-35,3.299999999999997,6,-2.5,2,1
2010,Italy,Spain,2,1,66,88,26.5,28.5,7,5,48.8,45.1,2,1,5,2,Italy,1,1,22,-2.0,2,3.6999999999999957,1,3
2010,Ukraine,Germany,2,2,6,10,28.6,29.1,8,10,42.6,56.0,7,8,0,2,Draw,0,0,4,-0.5,-2,-13.399999999999999,-1,-2
2010,Costa Rica,Mexico,1,1,18,32,25.7,26.8,1,9,45.8,52.6,5,2,0,3,Draw,0,0,14,-1.1000000000000014,-8,-6.800000000000004,3,-3
2010,Portugal,Croatia,2,0,94,52,27.1,27.8,2,3,57.4,50.1,9,7,4,0,Portugal,1,2,-42,-0.6999999999999993,-1,7.299999999999997,2,4
2010,Paraguay,Nigeria,2,1,22,15,29.4,27.8,8,5,58.1,41.2,4,5,4,2,Paraguay,1,1,-7,1.5999999999999979,3,16.9,-1,2
2010,Australia,Denmark,3,0,33,84,26.5,25.4,9,8,40.0,58.3,1,4,5,3,Australia,1,3,51,1.1000000000000014,1,-18.299999999999997,-3,2
2010,Denmark,Turkey,1,1,30,3,25.8,28.1,4,6,51.9,52.3,9,0,0,5,Draw,0,0,-27,-2.3000000000000007,-2,-0.3999999999999986,9,-5
2010,Argentina,Croatia,1,0,81,37,28.3,30.2,10,4,54.4,43.9,9,3,5,5,Argentina,1,1,-44,-1.8999999999999986,6,10.5,6,0
2014,Switzerland,Denmark,3,1,32,40,28.3,27.0,10,8,52.4,52.1,6,2,0,0,Switzerland,1,2,8,1.3000000000000007,2,0.29999999999999716,4,0
2014,Cameroon,Netherlands,3,3,42,72,25.9,24.1,9,3,41.6,53.5,1,0,4,3,Draw,0,0,30,1.7999999999999972,6,-11.899999999999999,1,1
2014,Ecuador,France,1,2,78,40,23.0,25.6,4,3,44.4,50.5,0,4,3,5,France,0,-1,-38,-2.6000000000000014,1,-6.100000000000001,-4,-2
2014,Cameroon,Tunisia,1,2,10,56,25.8,23.4,10,4,45.0,54.4,6,5,1,0,Tunisia,0,-1,46,2.400000000000002,6,-9.399999999999999,1,1
2014,Croatia,France,1,4,36,23,28.4,29.6,10,9,56.6,51.6,4,1,1,4,France,0,-3,-13,-1.2000000000000028,1,5.0,3,-3
2014,Netherlands,Ghana,0,1,34,11,25.4,28.5,10,5,49.3,59.0,0,2,0,0,Ghana,0,-1,-23,-3.1000000000000014,5,-9.700000000000003,-2,0
2014,Senegal,Argentina,0,0,73,64,27.0,26.0,9,8,49.7,41.1,3,10,4,1,Draw,0,0,-9,1.0,1,8.600000000000001,-7,3
2014,Greece,Costa Rica,0,0,28,8,25.7,24.2,7,6,58.7,42.1,3,5,2,4,Draw,0,0,-20,1.5,1,16.6,-2,-2
2014,Tunisia,Argentina,2,1,11,93,23.1,25.3,2,3,52.7,43.5,9,3,2,3,Tunisia,1,1,82,-2.1999999999999993,-1,9.200000000000003,6,-1
2014,Switzerland,Morocco,2,0,78,94,25.6,25.7,9,8,58.0,53.8,6,8,1,4,Switzerland,1,2,16,-0.09999999999999787,1,4.200000000000003,-2,-3
2014,Paraguay,Russia,2,0,39,56,28.3,27.2,4,9,49.1,52.9,8,4,3,4,Paraguay,1,2,17,1.1000000000000014,-5,-3.799999999999997,4,-1
2014,Ghana,Costa Rica,1,5,47,60,22.3,27.2,8,8,43.0,57.8,1,3,1,3,Costa Rica,0,-4,13,-4.899999999999999,0,-14.799999999999997,-2,-2
2014,Paraguay,Australia,1,1,19,10,27.5,29.7,7,4,58.6,54.7,0,1,0,3,Draw,0,0,-9,-2.1999999999999993,3,3.8999999999999986,-1,-3
2014,Ghana,Poland,0,0,15,39,24.6,25.6,7,6,49.2,50.2,1,5,3,5,Draw,0,0,24,-1.0,1,-1.0,-4,-2
2014,Russia,Italy,0,1,28,28,28.2,24.0,8,1,43.6,59.8,6,9,2,1,Italy,0,-1,0,4.199999999999999,7,-16.199999999999996,-3,1
2014,South Korea,Saudi Arabia,2,2,72,36,26.7,27.0,5,8,41.0,56.7,5,6,4,2,Draw,0,0,-36,-0.3000000000000007,-3,-15.700000000000003,-1,2
2014,Germany,Chile,0,0,9,13,26.7,25.5,2,1,49.4,48.5,3,2,0,2,Draw,0,0,4,1.1999999999999993,1,0.8999999999999986,1,-2
2014,Paraguay,Poland,1,0,47,96,25.4,26.4,2,3,57.1,53.0,0,8,1,1,Paraguay,1,1,49,-1.0,-1,4.100000000000001,-8,0
2014,Denmark,Spain,2,2,33,36,24.3,26.1,1,1,58.7,54.5,0,10,0,0,Draw,0,0,3,-1.8000000000000007,0,4.200000000000003,-10,0
2014,Senegal,Brazil,3,1,62,26,30.4,29.0,5,9,58.7,52.7,4,4,4,0,Senegal,1,2,-36,1.3999999999999986,-4,6.0,0,4
2014,Ecuador,Italy,1,1,97,86,25.3,25.8,2,2,42.5,42.8,0,7,2,2,Draw,0,0,-11,-0.5,0,-0.29999999999999716,-7,0
2014,France,Belgium,2,2,19,4,30.1,26.2,4,9,47.6,48.9,6,10,4,3,Draw,0,0,-15,3.900000000000002,-5,-1.2999999999999972,-4,1
2014,Ecuador,Iran,6,2,67,95,25.3,28.4,3,4,40.6,51.2,10,5,3,1,Ecuador,1,4,28,-3.099999999999998,-1,-10.600000000000001,5,2
2014,USA,Colombia,1,0,74,82,28.1,25.9,3,2,57.1,57.0,0,9,5,0,USA,1,1,8,2.200000000000003,1,0.10000000000000142,-9,5
2014,Poland,USA,1,0,40,64,24.7,27.8,2,4,47.2,48.9,0,7,4,0,Poland,1,1,24,-3.1000000000000014,-2,-1.6999999999999957,-7,4
2014,Switzerland,Iran,3,0,47,38,28.0,27.7,6,10,52.6,58.4,1,10,4,4,Switzerland,1,3,-9,0.3000000000000007,-4,-5.799999999999997,-9,0
2014,Netherlands,Morocco,1,2,65,88,26.3,27.3,2,6,54.3,48.8,10,2,5,2,Morocco,0,-1,23,-1.0,-4,5.5,8,3
2014,England,Portugal,3,0,29,87,26.4,24.7,8,7,48.6,51.0,9,2,3,3,England,1,3,58,1.6999999999999993,1,-2.3999999999999986,7,0
2014,Argentina,Iran,3,0,50,22,28.2,29.5,8,3,46.1,55.9,2,4,1,1,Argentina,1,3,-28,-1.3000000000000007,5,-9.799999999999997,-2,0
2014,Japan,Chile,1,0,98,2,26.1,31.4,5,3,59.2,51.7,10,10,4,0,Japan,1,1,-96,-5.299999999999997,2,7.5,0,4
2014,Ecuador,Serbia,1,2,13,31,24.1,27.0,10,10,59.3,59.2,0,9,0,4,Serbia,0,-1,18,-2.8999999999999986,0,0.09999999999999432,-9,-4
2014,Belgium,Japan,2,2,1,11,28.5,24.9,7,8,45.8,53.2,8,2,4,2,Draw,0,0,10,3.6000000000000014,-1,-7.400000000000006,6,2
2014,Chile,Iran,1,2,34,92,24.7,27.1,4,5,49.6,50.5,9,7,0,2,Iran,0,-1,58,-2.400000000000002,-1,-0.8999999999999986,2,-2
2014,Chile,Senegal,2,1,93,46,28.0,29.0,1,4,59.5,40.5,7,9,3,1,Chile,1,1,-47,-1.0,-3,19.0,-2,2
2014,Serbia,Brazil,0,0,48,96,28.9,25.8,2,7,40.1,48.3,4,7,4,0,Draw,0,0,48,3.099999999999998,-5,-8.199999999999996,-3,4
2014,Greece,Netherlands,1,1,77,62,26.2,26.7,10,7,48.3,46.0,10,1,3,1,Draw,0,0,-15,-0.5,3,2.299999999999997,9,2
2014,Greece,Paraguay,3,1,48,69,29.4,27.7,10,9,42.0,55.0,1,3,3,1,Greece,1,2,21,1.6999999999999993,1,-13.0,-2,2
2014,Netherlands,Sweden,4,2,49,64,28.0,29.4,4,9,50.2,44.2,4,9,1,5,Netherlands,1,2,15,-1.3999999999999986,-5,6.0,-5,-4
2014,Morocco,Chile,0,0,64,10,25.6,28.6,1,5,40.5,44.1,5,0,4,4,Draw,0,0,-54,-3.0,-4,-3.6000000000000014,5,0
2014,Morocco,USA,1,3,61,40,29.8,28.6,8,8,48.1,43.8,0,3,0,2,USA,0,-2,-21,1.1999999999999993,0,4.300000000000004,-3,-2
2014,Colombia,Iran,1,1,29,24,24.7,26.1,9,10,44.4,42.5,10,10,0,5,Draw,0,0,-5,-1.4000000000000021,-1,1.8999999999999986,0,-5
2014,Poland,Saudi Arabia,3,0,39,99,26.2,27.8,4,1,50.7,46.2,3,3,4,3,Poland,1,3,60,-1.6000000000000014,3,4.5,0,1
2014,Serbia,Nigeria,3,3,88,44,26.6,25.6,10,9,59.9,57.7,8,9,5,2,Draw,0,0,-44,1.0,1,2.1999999999999957,-1,3
2014,Ecuador,USA,3,1,26,60,28.2,28.7,3,8,56.0,55.5,1,8,1,2,Ecuador,1,2,34,-0.5,-5,0.5,-7,-1
2014,Saudi Arabia,Cameroon,1,2,17,62,29.2,29.3,2,6,56.9,54.7,4,2,1,4,Cameroon,0,-1,45,-0.10000000000000142,-4,2.1999999999999957,2,-3
2014,Ecuador,Germany,0,2,71,87,29.1,28.1,5,3,52.7,55.9,0,1,1,3,Germany,0,-2,16,1.0,2,-3.1999999999999957,-1,-2
2014,Italy,Iran,2,2,13,17,27.4,26.3,3,3,40.8,45.4,3,8,0,0,Draw,0,0,4,1.0999999999999979,0,-4.600000000000001,-5,0
2014,Australia,USA,3,3,69,65,26.4,26.6,10,8,44.1,57.7,3,8,3,3,Draw,0,0,-4,-0.20000000000000284,2,-13.600000000000001,-5,0
2014,France,England,4,2,26,95,23.3,30.6,7,5,58.5,42.7,5,0,5,0,France,1,2,69,-7.300000000000001,2,15.799999999999997,5,5
2014,Paraguay,Argentina,0,0,49,95,24.4,26.3,6,10,47.3,46.7,9,5,1,3,Draw,0,0,46,-1.9000000000000021,-4,0.5999999999999943,4,-2
2014,Japan,Nigeria,2,3,67,57,30.5,29.1,1,7,42.1,51.7,8,9,0,1,Nigeria,0,-1,-10,1.3999999999999986,-6,-9.600000000000001,-1,-1
2014,Saudi Arabia,South Korea,2,0,7,55,23.3,27.7,8,5,54.0,42.1,2,7,0,3,Saudi Arabia,1,2,48,-4.399999999999999,3,11.899999999999999,-5,-3
2014,Serbia,Greece,2,0,58,53,25.4,26.3,2,8,46.0,54.6,8,2,3,5,Serbia,1,2,-5,-0.9000000000000021,-6,-8.600000000000001,6,-2
2014,Russia,Paraguay,2,1,49,56,29.3,24.3,5,10,45.4,47.7,5,10,4,5,Russia,1,1,7,5.0,-5,-2.3000000000000043,-5,-1
2014,Spain,Sweden,0,0,53,98,27.4,27.4,9,10,60.0,55.7,6,8,4,4,Draw,0,0,45,0.0,-1,4.299999999999997,-2,0
2014,Paraguay,Ghana,0,0,65,9,28.9,27.2,8,4,57.2,49.9,9,1,1,0,Draw,0,0,-56,1.6999999999999993,4,7.300000000000004,8,1
2014,Cameroon,Saudi Arabia,2,3,17,13,29.9,25.3,9,3,59.6,54.7,10,0,5,4,Saudi Arabia,0,-1,-4,4.599999999999998,6,4.899999999999999,10,1
2014,Russia,Uruguay,3,1,43,89,27.6,31.6,5,8,53.0,45.0,9,6,3,5,Russia,1,2,46,-4.0,-3,8.0,3,-2
2014,Turkey,Czech Republic,1,2,25,48,28.3,27.8,10,7,54.8,49.8,5,2,1,5,Czech Republic,0,-1,23,0.5,3,5.0,3,-4
2014,Paraguay,Japan,5,2,3,18,25.6,27.8,6,2,40.6,41.5,5,6,3,0,Paraguay,1,3,15,-2.1999999999999993,4,-0.8999999999999986,-1,3
2014,Ecuador,Czech Republic,1,1,79,76,28.2,25.8,3,6,42.4,52.4,1,3,0,5,Draw,0,0,-3,2.3999999999999986,-3,-10.0,-2,-5
2014,Poland,Chile,1,1,29,40,26.2,27.6,3,9,52.7,53.3,1,8,1,5,Draw,0,0,11,-1.4000000000000021,-6,-0.5999999999999943,-7,-4
2014,Costa Rica,Iran,2,1,32,17,26.1,27.9,10,4,58.0,47.6,1,4,0,0,Costa Rica,1,1,-15,-1.7999999999999972,6,10.399999999999999,-3,0
2014,Nigeria,Ghana,1,4,26,15,28.8,28.9,8,9,52.5,59.1,9,2,2,5,Ghana,0,-3,-11,-0.09999999999999787,-1,-6.600000000000001,7,-3
2014,Ecuador,Japan,0,0,16,15,28.8,25.0,10,2,42.7,57.5,0,7,3,2,Draw,0,0,-1,3.8000000000000007,8,-14.799999999999997,-7,1
2014,Argentina,Mexico,1,2,25,79,30.4,29.8,10,2,42.3,54.2,4,5,2,1,Mexico,0,-1,54,0.5999999999999979,8,-11.900000000000006,-1,1
2014,South Korea,Switzerland,1,2,54,63,30.2,27.7,2,9,56.9,54.3,7,1,1,4,Switzerland,0,-1,9,2.5,-7,2.6000000000000014,6,-3
2014,Turkey,France,1,0,73,13,23.6,26.6,5,7,50.4,53.1,4,7,1,2,Turkey,1,1,-60,-3.0,-2,-2.700000000000003,-3,-1
2014,Argentina,Uruguay,2,0,56,81,30.7,25.1,6,1,40.7,44.0,7,9,2,1,Argentina,1,2,25,5.599999999999998,5,-3.299999999999997,-2,1
2014,Tunisia,Argentina,1,3,65,32,28.8,27.1,2,6,41.6,42.9,9,6,1,4,Argentina,0,-2,-33,1.6999999999999993,-4,-1.2999999999999972,3,-3
2014,Cameroon,South Korea,2,0,93,9,25.5,27.4,5,7,53.4,60.0,4,9,5,2,Cameroon,1,2,-84,-1.8999999999999986,-2,-6.600000000000001,-5,3
2014,Costa Rica,Senegal,3,1,86,40,28.5,24.2,7,6,53.8,52.4,1,5,4,5,Costa Rica,1,2,-46,4.300000000000001,1,1.3999999999999986,-4,-1
2014,Nigeria,Colombia,1,1,41,90,28.2,29.0,10,2,44.3,45.8,5,8,1,4,Draw,0,0,49,-0.8000000000000007,8,-1.5,-3,-3
2014,Germany,Netherlands,3,1,51,91,24.4,25.5,8,6,56.3,52.1,10,2,0,3,Germany,1,2,40,-1.1000000000000014,2,4.199999999999996,8,-3
2014,Morocco,Tunisia,0,2,71,85,25.4,25.0,7,4,44.3,41.0,10,4,1,0,Tunisia,0,-2,14,0.3999999999999986,3,3.299999999999997,6,1
2014,Germany,Australia,1,2,78,82,28.4,26.4,8,9,50.8,41.9,4,6,0,5,Australia,0,-1,4,2.0,-1,8.899999999999999,-2,-5
2018,Iran,Ukraine,2,0,29,77,29.1,27.0,9,1,59.4,40.7,10,6,4,1,Iran,1,2,48,2.1000000000000014,8,18.699999999999996,4,3
2018,Japan,Spain,1,0,83,80,27.7,26.5,5,8,43.0,50.0,3,2,1,0,Japan,1,1,-3,1.1999999999999993,-3,-7.0,1,1
2018,Tunisia,Iran,0,0,19,73,26.4,26.9,5,5,58.8,52.0,3,3,4,3,Draw,0,0,54,-0.5,0,6.799999999999997,0,1
2018,Ecuador,Colombia,1,2,66,63,22.8,27.4,10,1,43.7,41.2,4,9,2,2,Colombia,0,-1,-3,-4.599999999999998,9,2.5,-5,0
2018,Portugal,Spain,2,1,41,76,26.6,24.3,4,4,51.3,54.4,1,6,0,2,Portugal,1,1,35,2.3000000000000007,0,-3.1000000000000014,-5,-2
2018,Czech Republic,Ukraine,1,0,45,44,28.1,24.5,9,1,47.5,44.6,8,7,5,4,Czech Republic,1,1,-1,3.6000000000000014,8,2.8999999999999986,1,1
2018,Russia,Ecuador,3,1,15,38,26.4,21.6,5,6,59.3,53.7,1,1,2,1,Russia,1,2,23,4.799999999999997,-1,5.599999999999994,0,1
2018,Iran,Chile,1,1,3,83,27.0,28.9,2,2,45.5,59.6,9,8,0,1,Draw,0,0,80,-1.8999999999999986,0,-14.100000000000001,1,-1
2018,Paraguay,Poland,1,0,11,60,26.6,27.0,10,5,48.0,53.8,1,6,4,4,Paraguay,1,1,49,-0.3999999999999986,5,-5.799999999999997,-5,0
2018,Ghana,Spain,2,2,53,71,26.4,29.1,8,7,59.7,57.7,9,7,3,0,Draw,0,0,18,-2.700000000000003,1,2.0,2,3
