Year,Team1,Team2,Goals_Team1,Goals_Team2,Winner,FIFA_Ranking_Team1,FIFA_Ranking_Team2,Avg_Age_Team1,Avg_Age_Team2,Experience_Team1,Experience_Team2,Possession_Team1,Possession_Team2,Shots_On_Target_T1,Shots_On_Target_T2,Past_WC_Performance_T1,Past_WC_Performance_T2
2014,Paraguay,Australia,1,1,Draw,28,36,24.7,25.4,7,3,52.4,54.1,2,9,0,1
2014,Ghana,Poland,0,0,Draw,24,13,23.5,24.8,8,7,58.7,44.8,7,1,3,2
2014,Russia,Italy,0,1,Italy,72,96,26.2,27.5,7,4,44.1,47.8,1,7,0,3
2014,South Korea,South Korea,0,1,South Korea,9,36,27.3,27.4,8,3,54.7,48.9,7,4,4,0
2014,South Korea,Saudi Arabia,2,2,Draw,47,26,26.8,28.6,9,8,57.3,57.8,4,7,0,0
2014,Germany,Chile,0,0,Draw,33,86,26.2,26.1,5,4,50.4,48.2,6,1,1,0
2014,Paraguay,Poland,1,0,Paraguay,62,4,25.1,27.8,5,1,53.4,42.9,8,5,4,2
2014,Denmark,Spain,2,2,Draw,97,95,28.2,28.1,4,6,56.3,50.5,9,3,3,2
2014,Senegal,Brazil,3,1,Senegal,19,82,24.4,27.9,9,1,45.2,59.3,6,5,4,4
2014,Ecuador,Italy,1,1,Draw,67,64,28.6,25.3,5,5,45.9,52.2,9,4,4,0
2014,France,Belgium,2,2,Draw,74,38,25.0,27.3,2,7,40.0,59.7,4,2,3,0
2014,Ecuador,Iran,6,2,Ecuador,40,88,25.5,27.7,8,6,59.3,56.8,6,4,3,2
2014,USA,Colombia,1,0,USA,47,87,24.1,27.0,7,2,58.4,40.7,8,3,1,2
2014,Poland,USA,1,0,Poland,65,22,26.0,22.8,8,4,55.3,53.2,9,1,3,4
2014,Switzerland,Iran,3,0,Switzerland,29,2,29.0,27.3,3,2,41.6,45.7,3,8,2,4
2014,Netherlands,Morocco,1,2,Morocco,50,31,28.0,31.4,4,1,49.0,51.2,2,5,2,1
2014,England,Portugal,3,0,England,98,11,29.0,26.3,5,3,42.0,45.6,6,4,1,3
2014,Argentina,Iran,3,0,Argentina,13,92,28.0,25.5,6,3,40.3,47.0,4,5,0,0
2014,Japan,Chile,1,0,Japan,1,46,24.8,27.7,1,7,52.3,58.5,1,4,0,0
2014,Ecuador,Serbia,1,2,Serbia,34,96,26.3,27.6,4,1,59.2,44.1,8,3,2,4
2014,Belgium,Japan,2,2,Draw,93,62,25.4,29.4,5,9,58.1,57.5,9,5,3,4
2014,Chile,Iran,1,2,Iran,48,69,29.7,24.5,7,6,53.9,40.6,9,4,1,1
2014,Chile,Senegal,2,1,Chile,77,64,24.6,28.5,5,4,41.9,41.8,2,1,0,3
2014,Serbia,Brazil,0,0,Draw,48,10,28.8,28.2,1,3,45.5,57.1,9,3,0,1
2014,Greece,Netherlands,1,1,Draw,49,40,28.8,26.7,7,3,46.4,52.6,7,8,4,3
2014,Greece,Paraguay,3,1,Greece,64,24,30.7,27.7,8,2,55.3,54.9,5,7,2,0
2014,Netherlands,Sweden,4,2,Netherlands,61,99,26.2,29.1,7,2,56.0,44.2,7,2,3,1
2014,Morocco,Chile,0,0,Draw,29,44,28.4,28.7,4,5,47.7,50.7,9,1,1,4
2014,Morocco,USA,1,3,USA,39,60,31.6,24.7,8,9,48.4,54.7,8,3,0,1
2014,Colombia,Iran,1,1,Draw,88,62,25.8,28.6,5,2,40.9,52.5,6,5,4,1
2014,Poland,Saudi Arabia,3,0,Poland,26,87,23.9,26.9,9,2,45.8,49.4,4,1,2,0
2014,Serbia,Nigeria,3,3,Draw,17,17,23.2,27.1,5,6,49.0,59.2,1,3,2,4
2014,Ecuador,USA,3,1,Ecuador,71,65,28.4,27.1,1,2,42.3,53.5,6,3,1,4
2014,Saudi Arabia,Cameroon,1,2,Cameroon,13,95,23.2,26.7,9,4,49.1,58.2,3,5,0,2
2014,Ecuador,Germany,0,2,Germany,69,95,26.3,29.4,5,6,57.1,54.6,6,3,1,2
2014,Italy,Iran,2,2,Draw,26,57,27.9,26.8,6,5,51.6,54.7,6,9,1,2
2014,Australia,USA,3,3,Draw,49,55,27.4,24.8,4,1,41.6,41.6,4,1,4,0
2014,France,England,4,2,France,67,53,27.9,26.2,6,6,43.8,47.2,2,4,2,1
2014,Paraguay,Argentina,0,0,Draw,7,56,27.4,27.4,8,1,49.5,57.2,9,4,3,4
2014,Japan,Nigeria,2,3,Nigeria,58,98,29.6,29.5,3,3,47.2,44.7,2,1,2,4
2014,Saudi Arabia,South Korea,2,0,Saudi Arabia,49,9,25.1,28.2,5,5,47.2,42.3,3,2,2,1
2014,Serbia,Greece,2,0,Serbia,53,22,25.6,25.3,2,5,50.6,46.5,1,1,4,4
2014,Russia,Paraguay,2,1,Russia,65,13,25.5,32.0,2,6,51.7,44.4,7,6,3,1
2014,Spain,Sweden,0,0,Draw,62,89,28.7,27.5,7,8,55.9,58.5,1,3,0,0
2014,Paraguay,Ghana,0,0,Draw,17,48,28.8,29.6,6,5,46.8,57.4,9,7,3,0
2014,Ukraine,Ukraine,2,2,Draw,43,18,27.9,26.7,4,1,56.1,50.0,1,5,0,0
2014,Cameroon,Saudi Arabia,2,3,Saudi Arabia,25,76,29.4,28.1,5,5,46.8,41.2,5,9,3,1
2014,Russia,Uruguay,3,1,Russia,3,40,24.6,28.7,1,3,41.1,54.3,7,7,1,1
2014,Turkey,Czech Republic,1,2,Czech Republic,79,17,30.3,29.4,7,4,51.1,52.5,3,4,3,3
2014,Paraguay,Japan,5,2,Paraguay,29,15,30.0,29.1,8,8,51.8,59.4,9,5,4,4
2014,Ecuador,Czech Republic,1,1,Draw,32,15,28.5,28.7,9,7,58.7,51.2,8,5,0,4
2014,Poland,Chile,1,1,Draw,26,79,30.6,26.4,8,5,54.5,46.7,3,5,2,3
2014,Costa Rica,Iran,2,1,Costa Rica,16,63,23.7,25.9,5,2,58.4,50.4,5,9,4,3
2014,Nigeria,Ghana,1,4,Ghana,25,39,26.0,27.7,3,6,58.2,59.6,7,3,0,0
2014,Ecuador,Japan,0,0,Draw,54,13,25.5,28.9,9,6,52.1,53.9,4,6,0,3
2014,Argentina,Mexico,1,2,Mexico,28,81,28.4,26.6,6,6,50.6,53.4,5,8,2,1
2014,South Korea,Switzerland,1,2,Switzerland,73,32,24.9,29.1,5,9,51.1,44.8,3,9,1,2
2014,Ghana,Ghana,0,2,Ghana,56,9,28.5,29.9,3,8,59.6,54.9,9,7,4,1
2014,Turkey,France,1,0,Turkey,65,40,29.7,25.2,6,8,55.5,55.0,9,3,2,3
2014,Argentina,Uruguay,2,0,Argentina,93,20,28.4,25.3,3,1,42.1,46.3,7,1,2,4
2014,Tunisia,Argentina,1,3,Argentina,86,90,27.6,26.7,6,5,55.6,49.7,2,4,1,1
2014,Cameroon,South Korea,2,0,Cameroon,80,91,25.0,27.6,4,7,43.4,45.9,7,6,4,4
2014,Costa Rica,Senegal,3,1,Costa Rica,41,85,25.3,26.0,2,6,48.9,45.2,7,3,2,1
2014,Chile,Chile,2,4,Chile,51,82,29.5,29.7,8,5,44.2,40.5,5,1,1,4
2014,Nigeria,Colombia,1,1,Draw,71,77,28.6,27.8,4,8,53.8,45.7,9,6,4,1
2014,Germany,Netherlands,3,1,Germany,78,80,26.9,27.1,9,3,57.5,51.1,3,1,3,4
2014,Morocco,Tunisia,0,2,Tunisia,29,73,26.2,24.1,7,6,45.8,40.0,4,9,0,2
2014,Germany,Australia,1,2,Australia,83,63,22.9,24.4,2,5,41.6,45.7,1,1,1,0
2018,Iran,Ukraine,2,0,Iran,19,76,24.9,27.6,4,8,46.0,57.6,6,6,0,1
2018,Japan,Spain,1,0,Japan,66,44,30.8,22.7,5,4,53.4,51.9,4,1,3,2
2018,Tunisia,Iran,0,0,Draw,41,38,24.4,29.0,3,8,46.6,52.2,1,7,2,0
2018,Ecuador,Colombia,1,2,Colombia,45,83,27.4,26.7,9,2,45.6,48.1,2,3,2,1
2018,Portugal,Spain,2,1,Portugal,15,60,29.0,33.5,5,9,43.7,53.5,3,6,4,2
2018,Czech Republic,Ukraine,1,0,Czech Republic,3,71,24.5,31.6,2,9,50.0,43.8,9,7,1,2
2018,Russia,Ecuador,3,1,Russia,11,99,27.4,26.6,3,6,45.5,56.4,8,1,1,2
2018,Iran,Chile,1,1,Draw,53,48,28.9,26.8,9,4,54.6,42.3,7,1,4,3
2018,Paraguay,Poland,1,0,Paraguay,46,18,27.0,29.0,7,4,41.5,53.1,4,5,0,4
2018,Ghana,Spain,2,2,Draw,30,16,32.7,30.4,2,6,53.3,46.8,1,6,2,0
2018,Cameroon,Spain,1,3,Spain,57,55,23.7,23.7,9,5,44.8,55.0,8,9,2,4
2018,Mexico,France,1,2,France,18,39,29.1,23.4,4,6,49.8,51.0,4,1,1,4
2018,England,Serbia,2,0,England,51,68,26.7,25.8,9,7,45.7,49.0,3,4,1,4
2018,Senegal,Croatia,1,0,Senegal,48,59,28.5,28.2,2,7,54.5,43.4,9,8,4,2
2018,Switzerland,Serbia,1,0,Switzerland,66,89,27.9,28.0,4,9,58.9,52.7,4,9,3,4
2018,Brazil,Turkey,3,4,Turkey,96,96,25.5,29.1,5,8,58.3,59.5,4,3,0,3
2018,Netherlands,Cameroon,0,0,Draw,8,62,27.5,24.6,2,6,51.7,56.5,9,2,3,1
2018,Denmark,Portugal,0,3,Portugal,22,13,23.3,22.4,1,6,49.3,41.2,2,4,3,2
2018,USA,Argentina,1,2,Argentina,6,81,28.2,28.7,7,5,56.4,47.5,5,2,1,0
2018,Belgium,Turkey,1,2,Turkey,76,6,27.6,25.3,1,1,53.7,58.5,4,1,1,1
2018,Nigeria,Tunisia,1,4,Tunisia,57,83,28.3,23.0,8,9,43.7,50.1,9,3,1,1
2018,Sweden,Ukraine,2,0,Sweden,36,77,29.1,27.3,3,9,56.4,53.2,5,7,3,1
2018,Saudi Arabia,Senegal,1,3,Senegal,79,60,27.7,28.6,6,9,48.6,58.3,9,1,0,4
2018,Colombia,Cameroon,3,3,Draw,92,90,27.3,26.8,7,8,43.8,57.5,9,2,1,4
2018,Germany,Turkey,1,2,Turkey,57,14,25.2,26.1,1,3,45.6,50.0,2,1,2,2
2018,Costa Rica,Spain,3,3,Draw,49,95,25.6,26.7,6,1,45.4,48.8,9,8,0,4
2018,Nigeria,Germany,1,0,Nigeria,45,54,29.4,26.3,7,8,50.4,46.8,3,5,2,4
2018,Chile,Switzerland,0,0,Draw,82,4,29.9,24.3,6,7,44.7,54.4,4,8,0,4
2018,Ghana,Saudi Arabia,2,1,Ghana,66,39,26.5,25.6,4,5,42.5,45.7,1,3,1,2
2018,Chile,Croatia,0,1,Croatia,77,72,27.1,28.0,1,7,42.5,45.0,1,7,4,2
2018,Chile,France,1,5,France,45,25,25.2,27.6,9,4,51.7,47.1,1,8,1,3
2018,Spain,Sweden,3,0,Spain,79,77,29.3,27.3,4,9,54.7,43.5,9,6,3,3
2018,Sweden,Spain,1,1,Draw,20,32,28.3,25.0,7,2,46.4,53.9,8,7,3,3
2018,Ukraine,Serbia,0,3,Serbia,64,59,30.9,26.6,7,9,40.7,52.3,5,2,0,3
2018,Ecuador,Greece,4,0,Ecuador,93,63,25.2,22.6,2,9,42.5,49.7,5,8,3,1
2018,Netherlands,Germany,1,2,Germany,93,38,26.2,27.4,1,5,58.3,47.8,9,5,1,1
2018,Italy,Sweden,2,1,Italy,67,92,27.5,29.9,8,1,49.9,58.2,3,7,2,3
2018,Czech Republic,Croatia,0,2,Croatia,83,53,28.3,24.1,8,7,49.1,40.6,3,1,1,3
2018,France,Netherlands,1,2,Netherlands,3,94,26.6,25.8,7,4,40.8,55.4,7,5,0,0
2018,Spain,Iran,3,2,Spain,54,67,25.3,27.7,8,9,54.6,58.0,9,1,3,1
2018,Costa Rica,Italy,1,0,Costa Rica,78,28,28.8,29.5,3,6,50.6,48.9,6,8,2,0
2018,Serbia,Spain,0,0,Draw,64,3,28.4,26.1,2,3,44.0,51.0,2,4,4,0
2018,Paraguay,Iran,1,0,Paraguay,40,98,25.2,25.6,7,6,42.2,58.9,1,4,2,4
2018,Tunisia,France,1,2,France,59,80,29.7,23.1,8,6,47.7,44.2,2,2,2,2
2018,Denmark,Australia,0,1,Australia,55,22,29.3,27.2,1,5,56.7,50.4,1,5,1,1
2018,Mexico,Switzerland,0,4,Switzerland,62,96,27.3,31.1,9,2,57.3,49.5,9,1,4,3
2018,Serbia,Ecuador,3,1,Serbia,4,38,27.2,27.6,4,2,52.1,45.2,8,9,0,3
2018,Australia,Switzerland,1,3,Switzerland,60,72,28.1,27.0,4,7,54.6,56.4,7,5,0,2
2018,Japan,Belgium,0,4,Belgium,75,72,25.3,27.6,3,2,42.3,58.0,3,6,2,1
2018,Australia,Brazil,1,2,Brazil,95,62,27.1,27.0,6,6,51.8,55.6,8,2,2,3
2018,Saudi Arabia,Iran,0,1,Iran,96,57,22.7,25.4,1,5,53.3,43.9,2,1,3,3
2018,Iran,USA,3,2,Iran,91,6,28.8,28.6,6,4,44.0,41.7,2,4,4,4
2018,Ukraine,Greece,1,0,Ukraine,30,78,23.9,27.5,2,7,57.6,52.1,3,7,2,0
2018,Iran,Ukraine,0,2,Ukraine,2,32,30.0,27.0,9,8,43.9,41.1,7,6,3,3
2018,Nigeria,Croatia,4,1,Nigeria,62,99,26.3,25.0,2,4,46.3,53.5,1,1,4,1
2018,Portugal,Senegal,2,3,Senegal,49,10,26.6,29.6,7,1,52.4,50.6,8,1,0,2
2018,Belgium,Mexico,1,2,Mexico,9,3,25.7,28.3,1,1,52.8,53.3,7,8,3,4
2018,Brazil,Argentina,2,0,Brazil,92,59,26.4,25.9,7,1,54.0,51.8,4,4,4,1
2018,Brazil,Ecuador,0,0,Draw,31,76,29.8,29.0,5,1,42.2,48.5,5,5,3,4
2018,Colombia,Spain,2,1,Colombia,98,49,22.0,26.0,8,5,57.0,44.0,1,7,2,0
2018,Costa Rica,Uruguay,1,2,Uruguay,61,59,29.6,25.4,4,4,50.7,46.1,4,8,1,3
2018,Ghana,Italy,1,1,Draw,79,31,27.7,25.5,7,9,49.4,50.5,1,7,0,1
2018,Tunisia,Nigeria,2,4,Nigeria,48,93,24.6,23.5,6,3,59.6,53.0,1,2,2,2
2018,Brazil,Uruguay,0,2,Uruguay,25,69,24.8,27.9,5,7,54.8,55.6,1,4,2,0
2018,Denmark,Germany,0,1,Germany,36,62,30.4,23.3,4,8,42.4,55.3,7,1,4,0
2018,Czech Republic,Mexico,1,1,Draw,8,52,25.1,24.5,7,6,55.1,59.5,7,9,3,4
2018,Italy,Tunisia,2,2,Draw,73,89,24.7,22.8,5,1,41.9,45.7,4,3,0,0
2018,Chile,Germany,0,1,Germany,58,41,29.3,26.8,5,8,40.5,41.4,2,3,2,1
2018,Russia,Switzerland,0,1,Switzerland,45,31,27.7,26.7,1,3,48.1,46.9,3,9,4,4
2018,Argentina,Brazil,1,3,Brazil,62,85,25.1,26.3,2,8,59.9,54.9,8,3,0,0
2018,Belgium,Ukraine,4,4,Draw,39,84,27.4,24.9,5,4,43.5,48.8,8,8,3,2
2018,Iran,Portugal,1,0,Iran,96,22,24.9,24.7,3,8,53.5,56.4,6,2,2,1
2018,Denmark,Japan,0,0,Draw,58,4,29.2,27.9,2,1,43.5,51.0,9,3,2,2
2018,Ukraine,Portugal,3,1,Ukraine,81,13,29.1,25.9,4,3,54.5,58.6,9,2,2,2
2018,Chile,Croatia,2,1,Chile,99,45,28.1,27.6,4,6,50.1,59.0,4,1,0,4
2018,Russia,Sweden,3,0,Russia,83,42,27.7,25.2,4,9,53.6,41.4,1,2,0,3
2018,USA,Cameroon,1,2,Cameroon,64,49,30.5,27.4,4,2,44.1,49.1,1,8,0,4
2018,Saudi Arabia,Greece,3,1,Saudi Arabia,44,20,27.0,29.6,3,1,54.9,52.2,5,9,0,1
2018,Italy,Paraguay,2,2,Draw,29,77,24.6,28.2,7,3,59.9,45.1,2,2,4,1
2018,Serbia,Serbia,0,2,Serbia,59,81,27.9,26.2,9,4,53.3,48.1,6,7,1,4
2022,Italy,Turkey,3,0,Italy,71,54,31.2,27.5,5,5,49.9,53.6,7,5,4,3
2022,Belgium,Italy,0,0,Draw,92,36,25.0,26.5,4,3,58.5,44.5,1,3,2,4
2022,Denmark,USA,1,2,USA,9,97,26.3,27.0,2,2,40.3,52.0,6,9,4,1
2022,Iran,Croatia,5,2,Iran,92,1,27.8,26.3,2,2,54.6,53.9,8,6,3,3
2022,Iran,Portugal,2,1,Iran,6,15,26.9,26.7,5,7,57.8,41.8,5,1,0,1
2022,Poland,Colombia,0,0,Draw,29,77,25.0,27.4,7,9,41.2,50.0,7,5,3,3
2022,Czech Republic,Belgium,1,0,Czech Republic,58,17,29.2,25.0,9,2,49.0,45.3,6,7,3,3
2022,Senegal,Paraguay,3,0,Senegal,17,24,31.6,25.0,7,7,44.1,54.5,4,4,2,4
2022,Ecuador,Paraguay,2,2,Draw,16,58,27.4,24.2,5,7,51.3,43.8,7,8,0,4
2022,Serbia,Brazil,1,0,Serbia,87,72,25.2,23.8,6,7,53.0,57.8,9,5,3,4
2022,Ukraine,Tunisia,0,1,Tunisia,95,91,23.9,24.6,3,3,46.1,48.6,7,9,2,3
2022,Nigeria,Chile,3,1,Nigeria,3,23,27.5,27.3,5,7,49.2,44.0,5,9,0,3
2022,Uruguay,Russia,0,4,Russia,21,46,29.2,25.2,8,1,45.6,48.8,7,9,1,1
2022,Italy,Netherlands,1,0,Italy,64,72,28.0,28.0,1,1,47.4,48.2,3,1,2,2
2022,Senegal,Croatia,3,0,Senegal,90,8,27.0,27.1,1,5,43.2,48.6,2,2,4,4
2022,Colombia,Ukraine,0,2,Ukraine,36,59,25.8,23.1,7,2,57.7,51.7,5,3,0,1
2022,Turkey,USA,0,0,Draw,86,90,24.8,28.3,5,9,40.2,50.4,4,4,3,1
2022,Uruguay,Serbia,0,2,Serbia,62,59,28.7,28.6,5,7,57.6,43.0,5,9,3,0
2022,Australia,Paraguay,1,1,Draw,42,13,28.8,25.0,1,4,51.4,41.3,8,6,4,4
2022,Costa Rica,Poland,1,1,Draw,76,39,23.9,27.8,9,4,46.6,54.6,4,1,4,1
2022,Brazil,Ukraine,1,0,Brazil,42,28,30.2,25.3,1,2,54.5,51.2,9,9,3,0
2022,Italy,Italy,2,1,Italy,61,89,28.1,27.2,5,5,50.2,47.2,7,6,0,4
2022,France,Australia,1,2,Australia,13,61,29.8,24.5,9,4,50.0,56.2,7,4,2,3
2022,Denmark,USA,2,2,Draw,11,16,24.3,23.4,4,1,42.2,47.8,8,4,4,0
2022,Cameroon,Iran,2,3,Iran,54,2,24.3,26.2,8,8,47.8,55.9,6,3,4,3
2022,Denmark,France,1,2,France,16,82,26.7,26.8,6,3,44.8,46.1,8,7,4,2
2022,Germany,Ghana,3,0,Germany,8,17,28.0,26.2,3,6,40.3,41.5,3,3,1,2
2022,Saudi Arabia,Ghana,0,0,Draw,59,30,30.6,24.6,4,4,47.2,58.7,1,2,0,2
2022,Costa Rica,South Korea,2,1,Costa Rica,57,13,28.4,26.2,2,9,41.8,47.9,6,8,0,2
2022,Morocco,Tunisia,2,0,Morocco,40,96,26.5,27.5,1,7,45.1,55.9,1,4,0,1
2022,Switzerland,Netherlands,1,1,Draw,59,93,24.9,26.9,8,9,41.9,45.6,9,8,0,2
2022,Cameroon,Czech Republic,2,0,Cameroon,2,94,29.5,27.4,1,3,42.0,52.9,2,1,0,1
2022,Belgium,Tunisia,1,0,Belgium,94,82,25.1,25.7,1,1,44.0,57.5,2,5,3,1
2022,Paraguay,USA,3,0,Paraguay,94,13,30.3,29.3,4,5,60.0,40.8,7,9,4,4
2022,Ecuador,Costa Rica,0,0,Draw,76,43,26.4,24.6,6,3,40.0,56.6,2,1,3,1
2022,Ecuador,Greece,0,1,Greece,10,85,30.2,28.0,9,6,52.8,51.4,8,4,1,1
2022,Ukraine,Ecuador,2,0,Ukraine,44,94,28.4,29.4,1,8,42.8,52.1,6,6,2,2
2022,Belgium,Nigeria,0,2,Nigeria,11,21,26.7,28.0,7,4,58.4,50.5,7,8,4,1
2022,Argentina,Sweden,4,1,Argentina,79,55,26.0,26.6,5,5,41.9,57.5,7,3,1,3
2022,Brazil,Ecuador,0,1,Ecuador,80,81,26.3,25.9,8,5,59.1,40.9,6,5,3,2
2022,Ecuador,Ghana,2,2,Draw,81,40,27.9,29.1,7,4,52.2,45.2,9,7,2,0
2022,Tunisia,Japan,4,1,Tunisia,90,83,27.2,24.2,4,4,40.0,57.5,9,1,1,2
2022,Uruguay,Ecuador,3,3,Draw,2,15,25.8,25.1,4,4,57.9,55.0,7,7,2,1
2022,Russia,Germany,1,1,Draw,50,73,26.7,26.2,6,4,50.4,40.4,9,8,1,3
2022,Mexico,USA,5,2,Mexico,12,52,27.2,29.5,6,4,45.3,50.3,3,8,3,2
2022,Belgium,Tunisia,1,1,Draw,90,74,22.7,27.8,9,5,55.3,50.6,3,9,2,3
2022,Turkey,Tunisia,2,1,Turkey,23,95,27.9,25.1,5,2,58.5,48.0,1,6,1,0
2022,Germany,Czech Republic,0,3,Czech Republic,18,53,25.0,26.4,8,2,49.7,45.9,5,6,3,0
2022,Paraguay,Spain,0,3,Spain,62,87,24.7,25.8,5,9,46.3,53.6,4,2,4,4
2022,Nigeria,Spain,1,1,Draw,96,52,23.6,25.6,2,2,55.8,44.2,2,3,3,4
2022,Japan,Argentina,0,1,Argentina,62,30,23.4,29.0,6,6,53.6,56.0,9,4,3,2
2022,Iran,England,0,1,England,38,33,24.3,24.3,9,2,57.8,56.1,3,4,4,4
2022,Netherlands,Netherlands,0,3,Netherlands,67,57,25.6,30.2,3,5,53.9,48.3,8,8,3,3
2022,Russia,Sweden,0,0,Draw,38,52,30.9,28.7,1,4,44.9,45.7,6,1,4,4
2022,Iran,Russia,1,0,Iran,67,9,25.9,29.2,1,7,58.6,45.7,5,4,4,3
2022,Uruguay,Ecuador,3,0,Uruguay,94,54,27.4,26.1,3,7,42.1,49.6,1,4,4,4
2022,Iran,Serbia,1,1,Draw,61,1,27.8,26.7,5,6,45.4,54.4,4,1,1,4
2022,Colombia,Czech Republic,0,2,Czech Republic,1,44,27.3,24.1,3,5,50.4,47.2,3,3,2,4
2022,England,Morocco,2,2,Draw,94,99,26.8,26.0,9,1,51.3,52.2,1,5,1,1
2022,France,Senegal,0,1,Senegal,45,75,24.6,28.0,8,3,40.3,47.6,5,6,4,1
2022,Croatia,Russia,1,1,Draw,96,98,29.9,29.6,3,9,55.6,46.1,6,9,2,4
2022,Russia,Greece,0,0,Draw,28,80,30.6,24.8,9,1,47.2,40.5,2,9,2,3
2022,Senegal,Ecuador,3,0,Senegal,21,9,23.6,26.3,6,5,48.1,40.1,3,9,4,2
2022,Ghana,Ukraine,2,2,Draw,13,32,25.0,26.7,7,2,56.2,44.5,6,1,2,0
2022,Poland,Morocco,0,1,Morocco,27,15,26.4,24.2,4,4,47.6,48.1,4,9,2,1
2022,Senegal,Ecuador,1,4,Ecuador,7,12,25.1,28.2,4,1,40.9,57.0,9,8,1,4
2022,Uruguay,France,1,2,France,22,97,28.0,25.6,2,3,43.5,56.0,5,2,2,0
2022,Ukraine,Chile,3,2,Ukraine,74,78,25.5,26.6,5,7,59.1,45.3,4,1,4,1
2022,Portugal,Germany,0,2,Germany,53,57,31.3,26.1,8,3,41.4,44.9,2,1,0,2
2022,Cameroon,Uruguay,2,0,Cameroon,79,8,29.4,25.4,7,4,47.1,44.5,6,6,0,3
2022,Paraguay,Italy,5,1,Paraguay,79,72,27.4,27.0,7,2,50.1,46.8,2,9,0,4
2022,Paraguay,Uruguay,2,1,Paraguay,4,27,29.1,26.6,6,3,49.9,50.0,7,7,4,2
2022,Senegal,Ecuador,3,2,Senegal,96,62,29.2,26.3,3,9,40.1,48.8,3,5,0,1
2022,South Korea,Greece,2,2,Draw,23,12,25.9,25.5,5,3,50.0,44.4,9,2,1,4
2022,Czech Republic,Mexico,1,0,Czech Republic,70,65,25.4,27.6,1,5,47.7,42.6,5,1,4,0
2022,Costa Rica,Turkey,1,1,Draw,88,42,27.2,30.3,7,2,59.4,40.3,8,2,4,3
2022,Cameroon,Senegal,1,1,Draw,84,62,28.7,27.3,9,4,43.2,43.1,6,1,4,1
2022,Nigeria,Cameroon,3,1,Nigeria,84,11,27.3,29.0,1,7,47.1,54.1,8,3,2,3
2022,Costa Rica,Sweden,3,1,Costa Rica,76,43,23.8,24.2,2,7,48.4,44.9,3,6,2,4
2022,Ukraine,Russia,0,2,Russia,33,95,25.4,27.3,3,3,47.8,49.4,3,8,2,2
